--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
string: "2_512997984694"	registry.2[_G].TableLevelup.50104.CostMoney[string]	1
string: "178600000"	registry.2[_G].TableLevelup.80047.ProduceMoney[string]	1
table: 00000140B4F3BBB0	registry.2[_G].TableLevelup.240077	1
table: 00000140B4F4BBB0	registry.2[_G].TableLevelup.210041	1
table: 00000140B4F43BB0	registry.2[_G].TableLevelup.190031	1
table: 00000140B4B23C30	registry.2[_G].TableLevelup.40034	1
string: "2_1.78191260392695E+23"	registry.2[_G].TableLevelup.210112.CostMoney[string]	1
string: "2_392910931012970"	registry.2[_G].TableLevelup.170004.CostMoney[string]	1
string: "2_1.22515619894681E+24"	registry.2[_G].TableLevelup.250096.CostMoney[string]	1
string: "6050000"	registry.2[_G].TableLevelup.60055.ProduceMoney[string]	1
string: "4050000"	registry.2[_G].TableLevelup.50135.ProduceMoney[string]	1
table: 00000140B4E6BC00	registry.2[_G].TableLevelup.180048	1
string: "1361920045486"	registry.2[_G].TableLevelup.130091.ProduceMoney[string]	1
string: "2_1.39896407682059E+22"	registry.2[_G].TableLevelup.170130.CostMoney[string]	1
string: "2_1.46885509768115E+25"	registry.2[_G].TableLevelup.250114.CostMoney[string]	1
table: 00000140B4B33C60	registry.2[_G].Invitation.17	1
table: 00000140B4F0BBE0	registry.2[_G].taskTable.3045	1
string: "8.57351084702746E+18"	registry.2[_G].TableLevelup.280005.ProduceMoney[string]	1
string: "82849981858176"	registry.2[_G].TableLevelup.160116.ProduceMoney[string]	1
table: 00000140B4EF3BE0	registry.2[_G].traveLevel.17	1
string: "1050000"	registry.2[_G].TableLevelup.40140.ProduceMoney[string]	1
string: "2_145215835242690"	registry.2[_G].TableLevelup.100074.CostMoney[string]	1
string: "2_1.16775257314398E+25"	registry.2[_G].TableLevelup.240118.CostMoney[string]	1
string: "2_7.4858449198829E+26"	registry.2[_G].TableLevelup.300112.CostMoney[string]	1
table: 00000140B4E73BC0	registry.2[_G].TableLevelup.90039	1
table: 00000140B4ECBB80	registry.2[_G].TableLevelup.140042	1
string: "2_64332978815051700000"	registry.2[_G].TableLevelup.170091.CostMoney[string]	1
string: "2_630007846"	registry.2[_G].TableLevelup.70025.CostMoney[string]	1
string: "2_4574355779587230"	registry.2[_G].TableLevelup.100099.CostMoney[string]	1
string: "1920"	registry.2[_G].TableLevelup.30008.ProduceMoney[string]	1
string: "class<NFIPluginManager>"	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].___type[string]	1
string: "2_1.99758581356583E+21"	registry.2[_G].TableLevelup.300019.CostMoney[string]	1
string: "7920"	registry.2[_G].TableLevelup.30033.ProduceMoney[string]	1
table: 00000140B4E63B80	registry.2[_G].TableLevelup.160147	1
string: "2_853083139303"	registry.2[_G].TableLevelup.60091.CostMoney[string]	1
table: 00000140B4E6BB80	registry.2[_G].TableLevelup.180107	1
table: 00000140B4B33BE0	registry.2[_G].TableLevelup.30034	1
string: "2_251887386234328000"	registry.2[_G].TableLevelup.180039.CostMoney[string]	1
string: "6.82569511764103E+19"	registry.2[_G].TableLevelup.270090.ProduceMoney[string]	1
table: 00000140B4E7BBC0	registry.2[_G].TableLevelup.100111	1
string: "456000000"	registry.2[_G].TableLevelup.80120.ProduceMoney[string]	1
string: "2_1.08346356262287E+24"	registry.2[_G].TableLevelup.320057.CostMoney[string]	1
table: 00000140B4FBBB90	registry.2[_G].TableLevelup.260106	1
string: "2_2.48187393365129E+26"	registry.2[_G].TableLevelup.300104.CostMoney[string]	1
table: 00000140B4E2BBC0	registry.2[_G].TableLevelup.70146	1
table: 00000140B4FC3B90	registry.2[_G].TableLevelup.280035	1
string: "1.64791782125905E+19"	registry.2[_G].TableLevelup.260052.ProduceMoney[string]	1
table: 00000140B4FCBB90	registry.2[_G].TableLevelup.300009	1
string: "1_820"	registry.2[_G].traveLevel.43.cost[string]	1
string: "2_5189090590"	registry.2[_G].TableLevelup.80027.CostMoney[string]	1
string: "51392000"	registry.2[_G].TableLevelup.70088.ProduceMoney[string]	1
string: "2_3444265232858540000"	registry.2[_G].TableLevelup.100147.CostMoney[string]	1
string: "1.24395299793079E+19"	registry.2[_G].TableLevelup.250106.ProduceMoney[string]	1
string: "2_430533154107318000"	registry.2[_G].TableLevelup.90147.CostMoney[string]	1
function: 00007FF69CC1EBF3	registry.2[_G].LuaNFrame.httpClientModule.[userdata:metatable].___const.__gc[line:-1@file:[C]]	1
string: "2_1.97427573991007E+24"	registry.2[_G].TableLevelup.280080.CostMoney[string]	1
string: "1.27273680455538E+17"	registry.2[_G].TableLevelup.210143.ProduceMoney[string]	1
table: 00000140B4AD3B40	registry.2[_G].FootPrint.7	1
table: 00000140B4F43AB0	registry.2[_G].TableLevelup.190030	1
string: "2_50749989"	registry.2[_G].TableLevelup.20088.CostMoney[string]	1
table: 00000140B4B33A60	registry.2[_G].ItemData.3	1
string: "78409600000"	registry.2[_G].TableLevelup.110107.ProduceMoney[string]	1
string: "8.19083414116923E+19"	registry.2[_G].TableLevelup.270108.ProduceMoney[string]	1
table: 00000140B4E6BA00	registry.2[_G].TableLevelup.180091	1
table: 00000140B4E63A00	registry.2[_G].TableLevelup.160139	1
table: 00000140B4EC3A00	registry.2[_G].TableLevelup.120086	1
string: "57137918522880"	registry.2[_G].TableLevelup.160080.ProduceMoney[string]	1
table: 00000140B4F039E0	registry.2[_G].TableRebuild.190001	1
string: "2_5865266384088210"	registry.2[_G].TableLevelup.80128.CostMoney[string]	1
table: 00000140B4F0B9E0	registry.2[_G].taskTable.3085	1
function: 00007FF69D59E900	registry.2[_G].package.loaded.lpeg.type[line:-1@file:[C]]	1
table: 00000140B4EF39E0	registry.2[_G].traveLevel.10	1
string: "236509098300"	registry.2[_G].TableLevelup.120075.ProduceMoney[string]	1
string: "99660800000"	registry.2[_G].TableLevelup.110136.ProduceMoney[string]	1
table: 00000140B4ECBA00	registry.2[_G].TableLevelup.140044	1
function: 00000140B4BEBA60	registry.2[_G].taskTable.[metatable].__index[line:407@file:../ScriptModule/table\taskTable.lua]	1
string: "2_32468549616"	registry.2[_G].TableLevelup.50084.CostMoney[string]	1
string: "2_15436986847970"	registry.2[_G].TableLevelup.140010.CostMoney[string]	1
table: 00000140B4963AD0	registry.2[_G].TableLevelup.30061	1
string: "5.08135080979945E+19"	registry.2[_G].TableLevelup.270067.ProduceMoney[string]	1
table: 00000140B4FB3A10	registry.2[_G].TableLevelup.310110	1
table: 00000140B4E2BA40	registry.2[_G].TableLevelup.70107	1
string: "8.74498106396801E+19"	registry.2[_G].TableLevelup.280051.ProduceMoney[string]	1
string: "2_3.21379811391042E+20"	registry.2[_G].TableLevelup.220056.CostMoney[string]	1
string: "3.39091391033929E+21"	registry.2[_G].TableLevelup.310138.ProduceMoney[string]	1
string: "2_7351552"	registry.2[_G].TableLevelup.20074.CostMoney[string]	1
string: "2.91913938564982E+18"	registry.2[_G].TableLevelup.240079.ProduceMoney[string]	1
string: "2_1.55090138852509E+22"	registry.2[_G].TableLevelup.240070.CostMoney[string]	1
string: "2_19114904725427"	registry.2[_G].TableLevelup.130025.CostMoney[string]	1
string: "2_68348030580138600000"	registry.2[_G].TableLevelup.210055.CostMoney[string]	1
table: 00000140B4FBBA10	registry.2[_G].TableLevelup.260070	1
string: "2_1008571418"	registry.2[_G].TableLevelup.90003.CostMoney[string]	1
string: "5518353160000"	registry.2[_G].TableLevelup.150025.ProduceMoney[string]	1
string: "2_3.2707322622474E+26"	registry.2[_G].TableLevelup.300106.CostMoney[string]	1
string: "1.80637145791857E+19"	registry.2[_G].TableLevelup.260057.ProduceMoney[string]	1
function: 00000140B4A2BA20	registry.2[_G].shuffle[line:26@file:../ScriptModule/gxlua\functions.lua]	1
string: "434018476034"	registry.2[_G].TableLevelup.130029.ProduceMoney[string]	1
string: "2_12112296237640"	registry.2[_G].TableLevelup.100056.CostMoney[string]	1
string: "2_1053869241213"	registry.2[_G].TableLevelup.130004.CostMoney[string]	1
table: 00000140B4E2B9C0	registry.2[_G].TableLevelup.70140	1
string: "9.04268089185106E+17"	registry.2[_G].TableLevelup.230076.ProduceMoney[string]	1
table: 00000140B4ECB980	registry.2[_G].TableLevelup.140072	1
function: 00007FF69D59E8A0	registry.2[_G].package.loaded.lpeg.version[line:-1@file:[C]]	1
string: "4.11979455314764E+18"	registry.2[_G].TableLevelup.260013.ProduceMoney[string]	1
function: 00007FF69D5A68A0	registry.2[_G].package.loaded.luaopen_lfs.dir[line:-1@file:[C]]	1
table: 00000140B4EC3980	registry.2[_G].TableLevelup.120089	1
string: "1.64701756371529E+21"	registry.2[_G].TableLevelup.300143.ProduceMoney[string]	1
string: "6.85059835683132E+15"	registry.2[_G].TableLevelup.190117.ProduceMoney[string]	1
table: 00000140B4FB3990	registry.2[_G].TableLevelup.310087	1
table: 00000140B4FC3990	registry.2[_G].TableLevelup.280065	1
table: 00000140B4F439B0	registry.2[_G].TableLevelup.190029	1
table: 00000140B4F3B9B0	registry.2[_G].TableLevelup.240099	1
table: 00000140B4F339B0	registry.2[_G].TableLevelup.220111	1
table: 00000140B4F4B9B0	registry.2[_G].TableLevelup.210005	1
string: "59994814449024"	registry.2[_G].TableLevelup.160084.ProduceMoney[string]	1
table: 00000140B4AD3A40	registry.2[_G].DailyShare.3	1
table: 00000140B4FBB990	registry.2[_G].TableLevelup.260062	1
table: 00000140B4B23A30	registry.2[_G].TableLevelup.40022	1
function: 00000140B4B13A30	registry.2[_G].TcpServer.addEventCallBack[line:27@file:../ScriptModule/gxlua\unitcp.lua]	1
table: 00000140B4FCB990	registry.2[_G].TableLevelup.290148	1
string: "2_8.72789703361859E+20"	registry.2[_G].TableLevelup.300013.CostMoney[string]	1
string: "22920000000"	registry.2[_G].TableLevelup.100150.ProduceMoney[string]	1
table: 00000140B4E7B9C0	registry.2[_G].TableLevelup.100128	1
table: 00000140B4E739C0	registry.2[_G].TableLevelup.80147	1
table: 00000140B4F4BAB0	registry.2[_G].TableLevelup.210039	1
table: 00000140B4FC3A10	registry.2[_G].TableLevelup.280051	1
string: "1419600"	registry.2[_G].TableLevelup.50091.ProduceMoney[string]	1
string: "6.4407334978756E+15"	registry.2[_G].TableLevelup.190110.ProduceMoney[string]	1
table: 00000140B4ECBA80	registry.2[_G].TableLevelup.140049	1
table: 00000140B4EC3A80	registry.2[_G].TableLevelup.120101	1
string: "4.69022764512189E+19"	registry.2[_G].TableLevelup.260148.ProduceMoney[string]	1
string: "316211985015360"	registry.2[_G].TableLevelup.180020.ProduceMoney[string]	1
string: "lpeg-pattern"	registry.lpeg-pattern.__name[string]	1
string: "2_8.21615537946308E+28"	registry.2[_G].TableLevelup.310142.CostMoney[string]	1
string: "9.1903109262524E+18"	registry.2[_G].TableLevelup.260029.ProduceMoney[string]	1
string: "2_2.15298977680467E+21"	registry.2[_G].TableLevelup.210080.CostMoney[string]	1
string: "466711287312"	registry.2[_G].TableLevelup.120148.ProduceMoney[string]	1
string: "7.37321932844362E+19"	registry.2[_G].TableLevelup.280043.ProduceMoney[string]	1
table: 00000140B4E63A80	registry.2[_G].TableLevelup.160130	1
string: "7.35658251567979E+19"	registry.2[_G].TableLevelup.270097.ProduceMoney[string]	1
table: 00000140B4E6BA80	registry.2[_G].TableLevelup.180102	1
table: 00000140B4B33AE0	registry.2[_G].ItemData.1001	1
string: "5.76392032156355E+19"	registry.2[_G].TableLevelup.270076.ProduceMoney[string]	1
string: "2_59298197139764600000"	registry.2[_G].TableLevelup.250024.CostMoney[string]	1
table: 00000140B4E7BAC0	registry.2[_G].TableLevelup.110011	1
table: 00000140B4E73AC0	registry.2[_G].TableLevelup.90004	1
string: "553370973776880"	registry.2[_G].TableLevelup.180035.ProduceMoney[string]	1
function: 00007FF69D5A69E0	registry.2[_G].package.loaded.luaopen_lfs.touch[line:-1@file:[C]]	1
table: 00000140B4F3BAB0	registry.2[_G].TableLevelup.240069	1
table: 00000140B4F33AB0	registry.2[_G].TableLevelup.220101	1
string: "917014756544544"	registry.2[_G].TableLevelup.180058.ProduceMoney[string]	1
table: 00000140B4FCBA90	registry.2[_G].TableLevelup.300021	1
table: 00000140B4FBBA90	registry.2[_G].TableLevelup.260112	1
string: "3.98602169123847E+20"	registry.2[_G].TableLevelup.320008.ProduceMoney[string]	1
table: 00000140B4FC3A90	registry.2[_G].TableLevelup.280059	1
string: "9933035688000"	registry.2[_G].TableLevelup.150045.ProduceMoney[string]	1
table: 00000140B4FB3A90	registry.2[_G].TableLevelup.310113	1
table: 00000140B4E2BAC0	registry.2[_G].TableLevelup.70111	1
table: 00000140B4FCBA10	registry.2[_G].TableLevelup.290126	1
function: 00000140B4A2BB00	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanArray].[ups:table:table].reverse[line:191@file:../ScriptModule/gxlua\extend.lua]	1
table: 00000140B4F0BA60	registry.2[_G].taskTable.3028	1
string: "2_12465"	registry.2[_G].TableLevelup.30009.CostMoney[string]	1
table: 00000140B4F43A30	registry.2[_G].TableLevelup.190036	1
table: 00000140B4F3BA30	registry.2[_G].TableLevelup.240048	1
string: "2_6.48833850115948E+20"	registry.2[_G].TableLevelup.240047.CostMoney[string]	1
table: 00000140B4B63AB0	registry.2[_G].TableLevelup.10046	1
string: "8597433980720"	registry.2[_G].TableLevelup.140137.ProduceMoney[string]	1
function: 00007FF69D586970	registry.2[_G].package.loaded.io.stderr.[userdata:metatable].__gc[line:-1@file:[C]]	1
table: 00000140B4F33A30	registry.2[_G].TableLevelup.220112	1
string: "1.44973855586969E+21"	registry.2[_G].TableLevelup.310059.ProduceMoney[string]	1
string: "3.98512876868968E+15"	registry.2[_G].TableLevelup.200020.ProduceMoney[string]	1
table: 00000140B4B23AB0	registry.2[_G].TableLevelup.40029	1
table: 00000140B4E73A40	registry.2[_G].TableLevelup.90033	1
string: "2_22051853400919"	registry.2[_G].TableLevelup.40145.CostMoney[string]	1
table: 00000140B4E7BA40	registry.2[_G].TableLevelup.100105	1
function: 00007FF69D59E990	registry.2[_G].package.loaded.lpeg.locale[line:-1@file:[C]]	1
string: "1482000"	registry.2[_G].TableLevelup.50095.ProduceMoney[string]	1
string: "../ScriptModule/gxlua/ProFi.lua                   : startHooks                              :  234                "	registry.2[_G].package.loaded.ProFi.reports.2.title[string]	1
string: "2.97892836919905E+19"	registry.2[_G].TableLevelup.260094.ProduceMoney[string]	1
string: "2_99498079016725700"	registry.2[_G].TableLevelup.160053.CostMoney[string]	1
string: "1255099851200"	registry.2[_G].TableLevelup.140020.ProduceMoney[string]	1
table: 00000140B4EF3A60	registry.2[_G].traveLevel.11	1
table: 00000140B4F03A60	registry.2[_G].TableRebuild.230001	1
string: "8.55649637961431E+18"	registry.2[_G].TableLevelup.260027.ProduceMoney[string]	1
string: "2_41615216249136500"	registry.2[_G].TableLevelup.100115.CostMoney[string]	1
string: "2_259714499162348"	registry.2[_G].TableLevelup.170001.CostMoney[string]	1
string: "fenlanbao2"	registry.2[_G].TableRebuild.80002.buildRes[string]	1
string: "mufu4"	registry.2[_G].TableRebuild.160004.buildRes[string]	1
string: "2_24675915045847100"	registry.2[_G].TableLevelup.170034.CostMoney[string]	1
string: "2.73660079621808E+17"	registry.2[_G].TableLevelup.230023.ProduceMoney[string]	1
string: "1.05961969134131E+21"	registry.2[_G].TableLevelup.300092.ProduceMoney[string]	1
string: "2_49592716415873400"	registry.2[_G].TableLevelup.150058.CostMoney[string]	1
string: "5.28093253838543E+18"	registry.2[_G].TableLevelup.250045.ProduceMoney[string]	1
table: 00000140B4EC3C00	registry.2[_G].TableLevelup.120114	1
string: "2_1171684326844660"	registry.2[_G].TableLevelup.110077.CostMoney[string]	1
table: 00000140B4E73DC0	registry.2[_G].TableLevelup.90026	1
string: "7.37756746120296E+15"	registry.2[_G].TableLevelup.190126.ProduceMoney[string]	1
string: "2_8.03573250426692E+26"	registry.2[_G].TableLevelup.250143.CostMoney[string]	1
string: "3.11509008107959E+16"	registry.2[_G].TableLevelup.210035.ProduceMoney[string]	1
table: 00000140B4F33DB0	registry.2[_G].TableLevelup.220116	1
string: "2_6.85300661076129E+27"	registry.2[_G].TableLevelup.310124.CostMoney[string]	1
string: "6.57182715887964E+18"	registry.2[_G].TableLevelup.250056.ProduceMoney[string]	1
table: 00000140B4FCBD90	registry.2[_G].TableLevelup.290139	1
table: 00000140B4FBBD90	registry.2[_G].TableLevelup.260122	1
string: "1060800"	registry.2[_G].TableLevelup.50068.ProduceMoney[string]	1
table: 00000140B4FC3D90	registry.2[_G].TableLevelup.280025	1
string: "7.39022629278432E+17"	registry.2[_G].TableLevelup.240020.ProduceMoney[string]	1
table: 00000140B4FB3D90	registry.2[_G].TableLevelup.310078	1
table: 00000140B4E2BDC0	registry.2[_G].TableLevelup.70101	1
function: 00000140B4B13E20	registry.2[_G].unilight.getreq[line:200@file:../ScriptModule/gxlua\unilight.lua]	1
table: 00000140B4F43DB0	registry.2[_G].TableLevelup.190052	1
table: 00000140B4AD3E40	registry.2[_G].TableLevelup.20027	1
string: "14880"	registry.2[_G].TableLevelup.30062.ProduceMoney[string]	1
string: "2_3.93614420956369E+24"	registry.2[_G].TableLevelup.280085.CostMoney[string]	1
string: "2_37042740313034200000"	registry.2[_G].TableLevelup.170087.CostMoney[string]	1
string: "4.03116186923322E+20"	registry.2[_G].TableLevelup.300035.ProduceMoney[string]	1
function: 00000140B4A83E70	registry.2[_G].package.loaded.ProFi.setGetTimeMethod[line:171@file:../ScriptModule/gxlua/ProFi.lua]	1
table: 00000140B4EF3DE0	registry.2[_G].traveLevel.41	1
table: 00000140B4F4BDB0	registry.2[_G].TableLevelup.200145	1
string: "2.47572580808275E+18"	registry.2[_G].TableLevelup.240067.ProduceMoney[string]	1
string: "528200000"	registry.2[_G].TableLevelup.80139.ProduceMoney[string]	1
string: "8158149032800"	registry.2[_G].TableLevelup.140130.ProduceMoney[string]	1
string: "2_1.51924814815224E+21"	registry.2[_G].TableLevelup.290024.CostMoney[string]	1
string: "2_21461742183"	registry.2[_G].TableLevelup.50081.CostMoney[string]	1
string: "5.35791406226863E+18"	registry.2[_G].TableLevelup.240145.ProduceMoney[string]	1
string: "290117827248"	registry.2[_G].TableLevelup.120092.ProduceMoney[string]	1
table: 00000140B4F0BDE0	registry.2[_G].taskTable.3065	1
string: "2_1300717661651230000"	registry.2[_G].TableLevelup.190042.CostMoney[string]	1
string: "2_2.73429928776368E+25"	registry.2[_G].TableLevelup.290095.CostMoney[string]	1
string: "2_4.70132181899819E+28"	registry.2[_G].TableLevelup.300142.CostMoney[string]	1
string: "1_810"	registry.2[_G].TableLevelup.150120.CostMoney[string]	1
table: 00000140B4B33DE0	registry.2[_G].Invitation.8	1
table: 00000140B4E63D80	registry.2[_G].TableLevelup.160102	1
string: "2_15473079859397"	registry.2[_G].TableLevelup.60112.CostMoney[string]	1
