--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
string: "2_3.36387367348007E+21"	registry.2[_G].TableLevelup.270039.CostMoney[string]	1
table: 00000140B4F4AEB0	registry.2[_G].TableLevelup.200073	1
string: "2.73027804705642E+19"	registry.2[_G].TableLevelup.270036.ProduceMoney[string]	1
string: "17266400000"	registry.2[_G].TableLevelup.100113.ProduceMoney[string]	1
table: 00000140B4B62F30	registry.2[_G].TableLevelup.10045	1
string: "2_65768324879186600"	registry.2[_G].TableLevelup.160050.CostMoney[string]	1
string: "13464781710400"	registry.2[_G].TableLevelup.150061.ProduceMoney[string]	1
string: "14160"	registry.2[_G].TableLevelup.30059.ProduceMoney[string]	1
string: "432023286228"	registry.2[_G].TableLevelup.120137.ProduceMoney[string]	1
string: "2_82189235124281600"	registry.2[_G].TableLevelup.90135.CostMoney[string]	1
string: "2_572759481538795000"	registry.2[_G].TableLevelup.100134.CostMoney[string]	1
string: "1107600"	registry.2[_G].TableLevelup.50071.ProduceMoney[string]	1
string: "20528273755200"	registry.2[_G].TableLevelup.150093.ProduceMoney[string]	1
string: "1.01354926997864E+21"	registry.2[_G].TableLevelup.300088.ProduceMoney[string]	1
function: 00000140B4B12ED0	registry.2[_G].unilight.savedata[line:67@file:../ScriptModule/gxlua\unimongodb.lua]	1
string: "2_7.07690243567857E+22"	registry.2[_G].TableLevelup.240081.CostMoney[string]	1
function: 00000140B37EB140	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].GetServerModule[line:-1@file:[C]]	1
string: "2.21348389510752E+15"	registry.2[_G].TableLevelup.180140.ProduceMoney[string]	1
table: 00000140B4EF2E60	registry.2[_G].taskTable.3271	1
string: "2_1532173062776220000"	registry.2[_G].TableLevelup.110129.CostMoney[string]	1
table: 00000140B4B62EB0	registry.2[_G].TableLevelup.10039	1
string: "2_640831385527674"	registry.2[_G].TableLevelup.140037.CostMoney[string]	1
string: "2.08699910110138E+15"	registry.2[_G].TableLevelup.180132.ProduceMoney[string]	1
string: "2_321425687287125"	registry.2[_G].TableLevelup.140032.CostMoney[string]	1
table: 00000140B4ADAEC0	registry.2[_G].TableLevelup.20018	1
string: "2_4520210024"	registry.2[_G].TableLevelup.80026.CostMoney[string]	1
table: 00000140B4AAAF20	registry.2[_G].TableLevelup.30031	1
function: 00000140B4EFAE60	registry.2[_G].package.loaded.ProFi.writeMemoryReportsToFile[line:279@file:../ScriptModule/gxlua/ProFi.lua]	1
table: 00000140B4F0AE60	registry.2[_G].taskTable.2109	1
string: "2_3063836866680"	registry.2[_G].TableLevelup.30149.CostMoney[string]	1
table: 00000140B4ECAE80	registry.2[_G].TableLevelup.130121	1
string: "187449457478157"	registry.2[_G].TableLevelup.170053.ProduceMoney[string]	1
string: "2.70988756270898E+16"	registry.2[_G].TableLevelup.200136.ProduceMoney[string]	1
string: "3571119907680"	registry.2[_G].TableLevelup.160005.ProduceMoney[string]	1
string: "1.71336922356505E+19"	registry.2[_G].TableLevelup.250146.ProduceMoney[string]	1
table: 00000140B4F02E60	registry.2[_G].TableRebuild.60003	1
function: 00007FF69D5A5DA0	registry.2[_G].package.loaded.socket.core.__unload[line:-1@file:[C]]	1
string: "2_177092"	registry.2[_G].TableLevelup.20047.CostMoney[string]	1
string: "1.560378974159E+20"	registry.2[_G].TableLevelup.280091.ProduceMoney[string]	1
string: "106103466497070"	registry.2[_G].TableLevelup.170030.ProduceMoney[string]	1
table: 00000140B4B32EE0	registry.2[_G].Invitation.10	1
string: "2_8794486074279020000"	registry.2[_G].TableLevelup.120130.CostMoney[string]	1
table: 00000140B4E62E80	registry.2[_G].TableLevelup.160084	1
string: "2_59858113970"	registry.2[_G].TableLevelup.70058.CostMoney[string]	1
table: 00000140B4B32F60	registry.2[_G].FootPrint.23	1
string: "429400000"	registry.2[_G].TableLevelup.80113.ProduceMoney[string]	1
table: 00000140B4EF2F60	registry.2[_G].taskTable.3226	1
string: "2_162"	registry.2[_G].TableLevelup.10018.CostMoney[string]	1
string: "2_3.09522699257425E+28"	registry.2[_G].TableLevelup.280150.CostMoney[string]	1
function: 00000140B4EFAF60	registry.2[_G].package.loaded.ProFi.getTitleFromFuncInfo[line:214@file:../ScriptModule/gxlua/ProFi.lua]	1
table: 00000140B4B32FE0	registry.2[_G].Invitation.[metatable]	1
table: 00000140B4F0AF60	registry.2[_G].taskTable.3026	1
string: "20780800000"	registry.2[_G].TableLevelup.100136.ProduceMoney[string]	1
function: 00007FF69D59DE80	registry.2[_G].package.loaded.lpeg.Cf[line:-1@file:[C]]	1
string: "2_23353955570572"	registry.2[_G].TableLevelup.140013.CostMoney[string]	1
string: "7.37692388545745E+17"	registry.2[_G].TableLevelup.230062.ProduceMoney[string]	1
function: 00000140B4993000	registry.2[_G].package.loaded.LuaDebug.[ups:function:debugger_receiveDebugBreakInfo].[ups:function:debugger_exeLuaString].[ups:function:setfenv][line:14@file:.\LuaDebug.lua]	1
string: "110370912540"	registry.2[_G].TableLevelup.120035.ProduceMoney[string]	1
string: "2_905184090212664000"	registry.2[_G].TableLevelup.160069.CostMoney[string]	1
string: "2.91499368798934E+19"	registry.2[_G].TableLevelup.280017.ProduceMoney[string]	1
string: "1945404769360"	registry.2[_G].TableLevelup.140031.ProduceMoney[string]	1
table: 00000140B4E62F80	registry.2[_G].TableLevelup.160058	1
string: "2761219672640"	registry.2[_G].TableLevelup.140044.ProduceMoney[string]	1
string: "76421966024352"	registry.2[_G].TableLevelup.160107.ProduceMoney[string]	1
string: "2_692212934150915"	registry.2[_G].TableLevelup.160017.CostMoney[string]	1
string: "662202379200"	registry.2[_G].TableLevelup.150003.ProduceMoney[string]	1
string: "1513200"	registry.2[_G].TableLevelup.50097.ProduceMoney[string]	1
string: "2_199371555"	registry.2[_G].TableRebuild.70002.RewardMoney[string]	1
string: "173302328611881"	registry.2[_G].TableLevelup.170049.ProduceMoney[string]	1
string: "2_8.16489369923663E+28"	registry.2[_G].TableLevelup.300146.CostMoney[string]	1
string: "1.6062656847367E+18"	registry.2[_G].TableLevelup.230135.ProduceMoney[string]	1
string: "kaixuanmen2"	registry.2[_G].TableRebuild.210002.buildRes[string]	1
string: "2_48816696199250200000"	registry.2[_G].TableLevelup.170089.CostMoney[string]	1
string: "2.57205325410824E+19"	registry.2[_G].TableLevelup.280015.ProduceMoney[string]	1
table: 00000140B4EC2F80	registry.2[_G].TableLevelup.120048	1
string: "2_938442621454113"	registry.2[_G].TableLevelup.70128.CostMoney[string]	1
table: 00000140B4ECAF80	registry.2[_G].TableLevelup.130128	1
string: "2_2.83780660370542E+26"	registry.2[_G].TableLevelup.280116.CostMoney[string]	1
string: "20160"	registry.2[_G].TableLevelup.30084.ProduceMoney[string]	1
string: "2_12172379581651900000"	registry.2[_G].TableLevelup.230025.CostMoney[string]	1
string: "162691981962174"	registry.2[_G].TableLevelup.170046.ProduceMoney[string]	1
string: "diaoxiang3"	registry.2[_G].TableRebuild.190003.buildRes[string]	1
string: "2.02820654924191E+19"	registry.2[_G].TableLevelup.260064.ProduceMoney[string]	1
string: "2_4008972171"	registry.2[_G].TableLevelup.90013.CostMoney[string]	1
string: "173916591758448"	registry.2[_G].TableLevelup.180011.ProduceMoney[string]	1
string: "1.54943872657526E+15"	registry.2[_G].TableLevelup.180098.ProduceMoney[string]	1
string: "2_106566198394656"	registry.2[_G].TableLevelup.140024.CostMoney[string]	1
table: 00000140B4ECAF00	registry.2[_G].TableLevelup.130117	1
string: "52852574633664"	registry.2[_G].TableLevelup.160074.ProduceMoney[string]	1
string: "4.56346473579428E+19"	registry.2[_G].TableLevelup.260144.ProduceMoney[string]	1
string: "1.7723456243621E+16"	registry.2[_G].TableLevelup.220005.ProduceMoney[string]	1
table: 00000140B4E62F00	registry.2[_G].TableLevelup.160057	1
string: "2.75907978609907E+16"	registry.2[_G].TableLevelup.210031.ProduceMoney[string]	1
table: 00000140B4E6AF00	registry.2[_G].TableLevelup.180029	1
string: "2_9.65747297874145E+22"	registry.2[_G].TableLevelup.170144.CostMoney[string]	1
string: "10950"	registry.2[_G].TableLevelup.10146.ProduceMoney[string]	1
table: 00000140B4E32F40	registry.2[_G].TableLevelup.50144	1
table: 00000140B4F3AF30	registry.2[_G].TableLevelup.240003	1
table: 00000140B4F32F30	registry.2[_G].TableLevelup.220040	1
table: 00000140B4B22FB0	registry.2[_G].TableLevelup.30140	1
table: 00000140B4F42F30	registry.2[_G].TableLevelup.190006	1
table: 00000140B4B62FB0	registry.2[_G].TableLevelup.10047	1
table: 00000140B4F4AF30	registry.2[_G].TableLevelup.200080	1
table: 00000140B4E2AF40	registry.2[_G].TableLevelup.70042	1
function: 00000140B4B12FB0	registry.2[_G].unilight.success[line:218@file:../ScriptModule/gxlua\unilight.lua]	1
table: 00000140B4E72F40	registry.2[_G].TableLevelup.80121	1
table: 00000140B4FBAF10	registry.2[_G].TableLevelup.260050	1
table: 00000140B4E7AF40	registry.2[_G].TableLevelup.100061	1
table: 00000140B4FC2F10	registry.2[_G].TableLevelup.270138	1
table: 00000140B4FD2F10	registry.2[_G].TableLevelup.310055	1
table: 00000140B4FCAF10	registry.2[_G].TableLevelup.290076	1
string: "2_84649282943946"	registry.2[_G].TableLevelup.50141.CostMoney[string]	1
table: 00000140B4B22EB0	registry.2[_G].TableLevelup.40006	1
table: 00000140B4E7AE40	registry.2[_G].TableLevelup.100089	1
function: 00000140B4A2ADE0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanArray].[ups:table:table].reset[line:200@file:../ScriptModule/gxlua\extend.lua]	1
string: "2_295650664"	registry.2[_G].TableLevelup.30082.CostMoney[string]	1
string: "261736735452"	registry.2[_G].TableLevelup.120083.ProduceMoney[string]	1
string: "11918400000"	registry.2[_G].TableLevelup.100078.ProduceMoney[string]	1
string: "1.66011292133064E+15"	registry.2[_G].TableLevelup.180105.ProduceMoney[string]	1
string: "2_92562141745419000"	registry.2[_G].TableLevelup.120097.CostMoney[string]	1
string: "2_11121847"	registry.2[_G].TableLevelup.20077.CostMoney[string]	1
string: "702000"	registry.2[_G].TableLevelup.50045.ProduceMoney[string]	1
table: 00000140B4B62DB0	registry.2[_G].TableLevelup.10010	1
table: 00000140B4F42D30	registry.2[_G].TableLevelup.180110	1
string: "9.50567856909376E+18"	registry.2[_G].TableLevelup.250081.ProduceMoney[string]	1
string: "122000"	registry.2[_G].TableLevelup.40061.ProduceMoney[string]	1
table: 00000140B4ADADC0	registry.2[_G].TableLevelup.20014	1
string: "222000"	registry.2[_G].TableLevelup.30148.ProduceMoney[string]	1
table: 00000140B4F3AD30	registry.2[_G].TableLevelup.240010	1
string: "2_1.78222261439877E+28"	registry.2[_G].TableLevelup.280146.CostMoney[string]	1
table: 00000140B4EF2D60	registry.2[_G].taskTable.3249	1
string: "2_69356218788819500000"	registry.2[_G].TableLevelup.140121.CostMoney[string]	1
string: "142000"	registry.2[_G].TableLevelup.40071.ProduceMoney[string]	1
table: 00000140B4E6AD80	registry.2[_G].TableLevelup.180032	1
table: 00000140B4EC2D80	registry.2[_G].TableLevelup.120036	1
string: "2_11712113367114700000"	registry.2[_G].TableLevelup.220032.CostMoney[string]	1
string: "2_5.12342182042732E+28"	registry.2[_G].TableLevelup.320135.CostMoney[string]	1
string: "shishenrenmianxiang1"	registry.2[_G].TableRebuild.290001.buildRes[string]	1
table: 00000140B4E62D80	registry.2[_G].TableLevelup.160081	1
string: "unitcp"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].pathCachePaths.@../scriptmodule/gxlua\unitcp.lua[string]	1
table: 00000140B4F02D60	registry.2[_G].TableRebuild.150002	1
string: "2_66364091667"	registry.2[_G].TableLevelup.20140.CostMoney[string]	1
string: "2_9104598475897"	registry.2[_G].TableLevelup.90069.CostMoney[string]	1
table: 00000140B4B32DE0	registry.2[_G].Invitation.2	1
function: 00007FF69CC0DDC1	registry.2[_G].PlayerAccountInfo.___const.__gc[line:-1@file:[C]]	1
string: "3.39443001684925E+20"	registry.2[_G].TableLevelup.290070.ProduceMoney[string]	1
table: 00000140B4F32D30	registry.2[_G].TableLevelup.220042	1
table: 00000140B4E7AD40	registry.2[_G].TableLevelup.100088	1
string: "125509985120"	registry.2[_G].TableLevelup.140002.ProduceMoney[string]	1
string: "1.01167427994924E+20"	registry.2[_G].TableLevelup.280059.ProduceMoney[string]	1
table: 00000140B4ECAD00	registry.2[_G].TableLevelup.130123	1
function: 00000140B4A4ADA0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanArray].[ups:table:table].slice[line:170@file:../ScriptModule/gxlua\extend.lua]	1
string: "4.15148528047952E+19"	registry.2[_G].TableLevelup.260131.ProduceMoney[string]	1
string: "额外赠送200钻石"	registry.2[_G].StoreData.2002.info[string]	1
string: "3.56010294980525E+15"	registry.2[_G].TableLevelup.210004.ProduceMoney[string]	1
string: "2_2.25949537827803E+23"	registry.2[_G].TableLevelup.200121.CostMoney[string]	1
string: "2_1700805105976"	registry.2[_G].TableLevelup.60096.CostMoney[string]	1
string: "1.65382843900622E+16"	registry.2[_G].TableLevelup.200083.ProduceMoney[string]	1
string: "2_17721283471374"	registry.2[_G].TableLevelup.140011.CostMoney[string]	1
table: 00000140B4E62D00	registry.2[_G].TableLevelup.160071	1
string: "2_594032"	registry.2[_G].TableLevelup.30037.CostMoney[string]	1
table: 00000140B4E6AD00	registry.2[_G].TableLevelup.180031	1
table: 00000140B4B22DB0	registry.2[_G].TableLevelup.30136	1
string: "1.72002879509964E+20"	registry.2[_G].TableLevelup.310007.ProduceMoney[string]	1
string: "221348389510752"	registry.2[_G].TableLevelup.180014.ProduceMoney[string]	1
string: "2_16994797"	registry.2[_G].TableLevelup.40043.CostMoney[string]	1
table: 00000140B4FD2D10	registry.2[_G].TableLevelup.310013	1
table: 00000140B4FCAD10	registry.2[_G].TableLevelup.290109	1
string: "2_1.75818717631653E+22"	registry.2[_G].TableLevelup.220085.CostMoney[string]	1
table: 00000140B4E72D40	registry.2[_G].TableLevelup.80136	1
string: "2_18041441885083400"	registry.2[_G].TableLevelup.190011.CostMoney[string]	1
string: "3639789568480"	registry.2[_G].TableLevelup.140058.ProduceMoney[string]	1
string: "2_5.24063542994463E+24"	registry.2[_G].TableLevelup.310072.CostMoney[string]	1
table: 00000140B4E32D40	registry.2[_G].TableLevelup.50124	1
string: "2_239782503"	registry.2[_G].TableLevelup.70018.CostMoney[string]	1
table: 00000140B4FBAD10	registry.2[_G].TableLevelup.260047	1
string: "2_3883060520877780000"	registry.2[_G].TableLevelup.220024.CostMoney[string]	1
table: 00000140B4E2AD40	registry.2[_G].TableLevelup.70045	1
string: "2_530018229"	registry.2[_G].TableLevelup.20105.CostMoney[string]	1
string: "shishenrenmianxiang4"	registry.2[_G].TableRebuild.290004.buildRes[string]	1
string: "63565934356704"	registry.2[_G].TableLevelup.160089.ProduceMoney[string]	1
string: "2_4.95942649547836E+26"	registry.2[_G].TableLevelup.290116.CostMoney[string]	1
function: 00007FF69D59DD20	registry.2[_G].package.loaded.lpeg.Cs[line:-1@file:[C]]	1
string: "2_3.37253982203316E+24"	registry.2[_G].TableLevelup.240109.CostMoney[string]	1
userdata: 00000140B37EB0F8	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].IsLoadAllServer.[ups:userdata:]	1
string: "6.78886003369852E+20"	registry.2[_G].TableLevelup.290140.ProduceMoney[string]	1
table: 00000140B4EC2E00	registry.2[_G].TableLevelup.120045	1
string: "2_313555693362"	registry.2[_G].TableLevelup.70070.CostMoney[string]	1
table: 00000140B4ECAE00	registry.2[_G].TableLevelup.130145	1
table: 00000140B4E62E00	registry.2[_G].TableLevelup.160083	1
string: "2_4.80102311612833E+22"	registry.2[_G].TableLevelup.230085.CostMoney[string]	1
table: 00000140B4EF2DE0	registry.2[_G].taskTable.3261	1
string: "10992000000"	registry.2[_G].TableLevelup.110015.ProduceMoney[string]	1
table: 00000140B4F02DE0	registry.2[_G].TableRebuild.170002	1
table: 00000140B4A12E80	registry.2[_G].TableLevelup.20122	1
table: 00000140B4F0ADE0	registry.2[_G].taskTable.3022	1
string: "8.57351084702746E+19"	registry.2[_G].TableLevelup.280050.ProduceMoney[string]	1
string: "2.13204389124898E+16"	registry.2[_G].TableLevelup.200107.ProduceMoney[string]	1
string: "2_73737879629692"	registry.2[_G].TableLevelup.50140.CostMoney[string]	1
table: 00000140B4FC2E10	registry.2[_G].TableLevelup.270114	1
table: 00000140B4FBAE10	registry.2[_G].TableLevelup.260016	1
table: 00000140B4E32E40	registry.2[_G].TableLevelup.50143	1
table: 00000140B4FCAE10	registry.2[_G].TableLevelup.290088	1
table: 00000140B4E72E40	registry.2[_G].TableLevelup.80137	1
table: 00000140B4FD2E10	registry.2[_G].TableLevelup.310039	1
string: "9344000"	registry.2[_G].TableLevelup.70016.ProduceMoney[string]	1
table: 00000140B4E2AE40	registry.2[_G].TableLevelup.70040	1
string: "95996800000"	registry.2[_G].TableLevelup.110131.ProduceMoney[string]	1
string: "2_7.7613856437001E+21"	registry.2[_G].TableLevelup.190105.CostMoney[string]	1
string: "920400"	registry.2[_G].TableLevelup.50059.ProduceMoney[string]	1
string: "172000"	registry.2[_G].TableLevelup.40086.ProduceMoney[string]	1
string: "293271281892"	registry.2[_G].TableLevelup.120093.ProduceMoney[string]	1
string: "42441386598828"	registry.2[_G].TableLevelup.170012.ProduceMoney[string]	1
string: "18947200000"	registry.2[_G].TableLevelup.100124.ProduceMoney[string]	1
string: "2.10908366836875E+20"	registry.2[_G].TableLevelup.280123.ProduceMoney[string]	1
function: 00007FF69D5A5D00	registry.2[_G].package.loaded.socket.core.skip[line:-1@file:[C]]	1
table: 00000140B4E32DC0	registry.2[_G].TableLevelup.50137	1
table: 00000140B4E2ADC0	registry.2[_G].TableLevelup.70062	1
string: "2_4.37875963377617E+26"	registry.2[_G].TableLevelup.260130.CostMoney[string]	1
table: 00000140B4FBAD90	registry.2[_G].TableLevelup.260018	1
string: "2.86101958563008E+20"	registry.2[_G].TableLevelup.290059.ProduceMoney[string]	1
table: 00000140B4FC2D90	registry.2[_G].TableLevelup.270102	1
string: "1.54907354459306E+19"	registry.2[_G].TableLevelup.250132.ProduceMoney[string]	1
string: "2_20838028546406"	registry.2[_G].TableLevelup.90075.CostMoney[string]	1
string: "132000"	registry.2[_G].TableLevelup.40066.ProduceMoney[string]	1
string: "2_17902066615625800000"	registry.2[_G].TableLevelup.190061.CostMoney[string]	1
string: "1.52235519040696E+15"	registry.2[_G].TableLevelup.190026.ProduceMoney[string]	1
string: "2_4.73083814396269E+28"	registry.2[_G].TableLevelup.310138.CostMoney[string]	1
function: 00000140B49C2E40	registry.2[_G].update_debugsocket[line:70@file:../ScriptModule\init.lua]	1
string: "2_4.69927723540003E+20"	registry.2[_G].TableLevelup.250039.CostMoney[string]	1
string: "6.38867838179866E+20"	registry.2[_G].TableLevelup.310026.ProduceMoney[string]	1
function: 00000140B48E2E70	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode[line:292@file:.\LuaDebug.lua]	1
string: "2_1.09968948020665E+23"	registry.2[_G].TableLevelup.310044.CostMoney[string]	1
string: "1003_240"	registry.2[_G].taskTable.3209.reward2[string]	1
string: "2.62353033393842E+18"	registry.2[_G].TableLevelup.240071.ProduceMoney[string]	1
table: 00000140B4B62E30	registry.2[_G].TableLevelup.10009	1
string: "4.43670182646667E+19"	registry.2[_G].TableLevelup.260140.ProduceMoney[string]	1
string: "152000"	registry.2[_G].TableLevelup.40076.ProduceMoney[string]	1
string: "2_2024189586727660000"	registry.2[_G].TableLevelup.230012.CostMoney[string]	1
table: 00000140B4E72DC0	registry.2[_G].TableLevelup.80123	1
table: 00000140B4ADAE40	registry.2[_G].TableLobbyIdConfig.9018	1
table: 00000140B4F42DB0	registry.2[_G].TableLevelup.190008	1
table: 00000140B4B22E30	registry.2[_G].TableLevelup.40005	1
table: 00000140B4F4ADB0	registry.2[_G].TableLevelup.200102	1
function: 00000140B4A2AE50	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanArray].[ups:table:table].find[line:69@file:../ScriptModule/gxlua\extend.lua]	1
string: "2_3.30521173489246E+21"	registry.2[_G].TableLevelup.140149.CostMoney[string]	1
table: 00000140B4F32DB0	registry.2[_G].TableLevelup.220066	1
string: "staticnframe"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.pathNames.2[string]	1
string: "2_1215793138642"	registry.2[_G].TableLevelup.40124.CostMoney[string]	1
table: 00000140B4F0B460	registry.2[_G].taskTable.3049	1
table: 00000140B4E7BB40	registry.2[_G].TableLevelup.110003	1
string: "6720"	registry.2[_G].TableLevelup.30028.ProduceMoney[string]	1
string: "2_2.08146873144055E+25"	registry.2[_G].TableLevelup.230129.CostMoney[string]	1
string: "266000000"	registry.2[_G].TableLevelup.80070.ProduceMoney[string]	1
string: "7.77100109894488E+15"	registry.2[_G].TableLevelup.200039.ProduceMoney[string]	1
string: "1076400"	registry.2[_G].TableLevelup.50069.ProduceMoney[string]	1
string: "1.26383654718086E+17"	registry.2[_G].TableLevelup.210142.ProduceMoney[string]	1
table: 00000140B4FCBB10	registry.2[_G].TableLevelup.300003	1
table: 00000140B4FBBB10	registry.2[_G].TableLevelup.260063	1
string: "2_9377112846"	registry.2[_G].TableLevelup.50075.CostMoney[string]	1
string: "4.53409967378376E+21"	registry.2[_G].TableLevelup.320091.ProduceMoney[string]	1
string: "2_6.78318216792467E+27"	registry.2[_G].TableLevelup.280139.CostMoney[string]	1
string: "2_958757877275200"	registry.2[_G].traveLevel.13.cost[string]	1
table: 00000140B4FB3B10	registry.2[_G].TableLevelup.310092	1
string: "46899200000"	registry.2[_G].TableLevelup.110064.ProduceMoney[string]	1
function: 00000140B4A63BB0	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cMethods.DumpMemorySnapshotSingleObject[line:1022@file:../ScriptModule/gxlua/MemoryReferenceInfo.lua]	1
string: "2_1720402815"	registry.2[_G].TableLevelup.80019.CostMoney[string]	1
table: 00000140B4F43B30	registry.2[_G].TableLevelup.190025	1
string: "2_409388"	registry.2[_G].TableLevelup.40016.CostMoney[string]	1
string: "2_65101843523"	registry.2[_G].TableLevelup.110006.CostMoney[string]	1
string: "2_1.85049551792633E+20"	registry.2[_G].TableLevelup.220052.CostMoney[string]	1
string: "2.2805538853093E+20"	registry.2[_G].TableLevelup.280133.ProduceMoney[string]	1
string: "shengdanlaoren2"	registry.2[_G].TableRebuild.50002.buildRes[string]	1
string: "5.51564065120254E+18"	registry.2[_G].TableLevelup.250047.ProduceMoney[string]	1
table: 00000140B4F3BB30	registry.2[_G].TableLevelup.240082	1
function: 00000140B4A2BBE0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanWhitespace].[ups:table:string].tohex[line:4@file:../ScriptModule/gxlua\extend.lua]	1
string: "1.77284138537606E+18"	registry.2[_G].TableLevelup.230149.ProduceMoney[string]	1
table: 00000140B4F4BB30	registry.2[_G].TableLevelup.210014	1
string: "1.39510759193347E+21"	registry.2[_G].TableLevelup.320028.ProduceMoney[string]	1
table: 00000140B4AD3BC0	registry.2[_G].FootPrint.5	1
table: 00000140B4B63BB0	registry.2[_G].TableLevelup.10034	1
table: 00000140B495BBF0	registry.2[_G].LuaNFrame.serverNetEventModule.[userdata:metatable].___const.___getters	1
table: 00000140B4EF3B60	registry.2[_G].traveLevel.12	1
string: "2_6.57167779625009E+23"	registry.2[_G].TableLevelup.300061.CostMoney[string]	1
string: "2_224140237604"	registry.2[_G].TableLevelup.50098.CostMoney[string]	1
table: 00000140B4EF3AE0	registry.2[_G].traveLevel.6	1
string: "13904800000"	registry.2[_G].TableLevelup.100091.ProduceMoney[string]	1
string: "2_83473973770"	registry.2[_G].TableLevelup.90035.CostMoney[string]	1
string: "10890000"	registry.2[_G].TableLevelup.60099.ProduceMoney[string]	1
table: 00000140B4F0BAE0	registry.2[_G].taskTable.3062	1
table: 00000140B4F03AE0	registry.2[_G].TableRebuild.260003	1
string: "2_67552644"	registry.2[_G].TableLevelup.40053.CostMoney[string]	1
function: 00000140B4A2BB70	registry.2[_G].pairsByKeys[line:221@file:../ScriptModule/gxlua\extend.lua]	1
string: "2_6.10133802775618E+22"	registry.2[_G].TableLevelup.270060.CostMoney[string]	1
table: 00000140B4B63B30	registry.2[_G].TableLevelup.10032	1
string: "2_1624"	registry.2[_G].TableLevelup.20013.CostMoney[string]	1
string: "8.40785189868642E+20"	registry.2[_G].TableLevelup.300073.ProduceMoney[string]	1
function: 00007FF69D586A00	registry.2[_G].package.loaded.io.open[line:-1@file:[C]]	1
string: "1122461575950"	registry.2[_G].TableLevelup.130075.ProduceMoney[string]	1
string: "2_1.25266410863158E+26"	registry.2[_G].TableLevelup.310095.CostMoney[string]	1
string: "2_242969"	registry.2[_G].TableLevelup.10071.CostMoney[string]	1
string: "7279579136960"	registry.2[_G].TableLevelup.140116.ProduceMoney[string]	1
string: "2_17153834173452"	registry.2[_G].TableLevelup.70099.CostMoney[string]	1
string: "2_1910612456"	registry.2[_G].TableLevelup.10136.CostMoney[string]	1
table: 00000140B4ECBB00	registry.2[_G].TableLevelup.140015	1
string: "1.43876453181989E+15"	registry.2[_G].TableLevelup.180091.ProduceMoney[string]	1
string: "2_173053233537729"	registry.2[_G].TableLevelup.150017.CostMoney[string]	1
string: "2_14413111852702800"	registry.2[_G].TableLevelup.160039.CostMoney[string]	1
table: 00000140B4B33B60	registry.2[_G].ItemData.1002	1
table: 00000140B4EC3B00	registry.2[_G].TableLevelup.120112	1
string: "2_86672646462689800"	registry.2[_G].TableLevelup.160052.CostMoney[string]	1
string: "1_1380"	registry.2[_G].TableLevelup.290100.CostMoney[string]	1
string: "gxlua"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.pathNames.6[string]	1
string: "2_2.51065076660696E+20"	registry.2[_G].TableLevelup.280015.CostMoney[string]	1
string: "2920320000"	registry.2[_G].TableLevelup.90117.ProduceMoney[string]	1
table: 00000140B4E63B00	registry.2[_G].TableLevelup.160146	1
string: "8.36877041424833E+15"	registry.2[_G].TableLevelup.200042.ProduceMoney[string]	1
table: 00000140B4F03B60	registry.2[_G].TableRebuild.240004	1
table: 00000140B4A13C00	registry.2[_G].TableLevelup.20100	1
string: "7150000"	registry.2[_G].TableLevelup.60065.ProduceMoney[string]	1
string: "3.02608750733446E+16"	registry.2[_G].TableLevelup.210034.ProduceMoney[string]	1
string: "81340800000"	registry.2[_G].TableLevelup.110111.ProduceMoney[string]	1
string: "立即获得6000钻石,每天可领300钻石,永久生效"	registry.2[_G].StoreData.1007.info[string]	1
string: "2_899269662283174"	registry.2[_G].TableLevelup.170010.CostMoney[string]	1
string: "3.84291767224786E+18"	registry.2[_G].TableLevelup.240104.ProduceMoney[string]	1
string: "2_74427661608766500"	registry.2[_G].TableLevelup.170042.CostMoney[string]	1
table: 00000140B4B63C30	registry.2[_G].TableLevelup.10020	1
table: 00000140B4AD3C40	registry.2[_G].TableLevelup.20026	1
